"stop_id","fermata","descrizione","lat","lon"
1900,1068,"Gatta Scarante",45.533882,12.223372
1901,1069,"Gatta Verci",45.533146,12.228958
1902,1072,"Terraglio Gatta",45.535381,12.239241
1903,1073,"Terraglio Nigra",45.530621,12.238915
1904,1074,"Terraglio Ca' Sagredo",45.526596,12.238677
1905,1075,"Terraglio Favorita",45.52425,12.238535
1906,1076,"Terraglio Terraglietto",45.518085,12.238259
1907,1077,"Terraglio Villa Salus",45.513634,12.23807
1908,1078,"Terraglio Borgo Pezzana",45.50843,12.238123
1909,1079,"Terraglio Peschiera",45.505127,12.237791
1910,1080,"Terraglio Teano",45.50185,12.237491
1911,1082,"Belfredo Filiasi",45.497704,12.23967
1912,1083,"Martellago Trento",45.542233,12.154095
1913,1084,"San Rocco Bruno",45.495457,12.24216
1914,1086,"Mattuglie Dignano",45.490509,12.215546
1915,1087,"Martellago Pree",45.539356,12.174902
1916,1088,"Trivignano Park P14",45.534477,12.180091
1917,1089,"Trivignano Botticelli",45.53302,12.182327
1918,1090,"Trivignano Park B",45.52837,12.189119
1919,1091,"Trivignano Centro",45.527245,12.190022
1920,1092,"Trivignano Gozzoli",45.525253,12.192817
1921,1093,"Zelarino Lotto",45.523041,12.196281
1922,1178,"Orlanda Cavergnago",45.483471,12.277644
1923,1179,"Orlanda Sabbadino",45.484489,12.282277
1924,1180,"Orlanda Bagaron",45.485611,12.287866
1925,1181,"Orlanda Tiburtina",45.486565,12.293071
1926,1182,"Orlanda Casilina",45.488728,12.300962
1927,1183,"Orlanda Don Vecchi",45.490425,12.303865
1928,1184,"Orlanda Centro Ippico",45.494301,12.31144
1929,1185,"Orlanda Civico 200",45.496796,12.315647
1930,1186,"Orlanda Piovega",45.499008,12.319427
1931,1188,"Triestina Tessera",45.504158,12.328233
1932,1192,"Triestina Zorzi",45.508308,12.334814
1933,1193,"Triestina Zuliani",45.51202,12.343062
1934,1194,"Triestina Laguna",45.512333,12.345559
1935,1195,"Triestina Civico 214",45.514275,12.351898
1936,1196,"Triestina Paliaghetta",45.517574,12.354869
1937,1198,"Tessera Scuole",45.503807,12.32436
1938,1199,"Triestina Civico 126",45.504116,12.319777
1939,1200,"Triestina Torre",45.504925,12.310043
1940,1201,"Triestina Piovega",45.50359,12.301404
1941,1202,"Triestina Lazzaretto",45.503891,12.29469
1942,1204,"Triestina Prabello",45.505363,12.288495
1943,1205,"Triestina Altinia",45.504913,12.283571
1944,1206,"Gobbi Vallenari",45.501869,12.284032
1945,1207,"Gobbi Don Bosco",45.4977,12.286077
1946,1208,"Gobbi Dolfin",45.495815,12.287802
1947,1209,"Gobbi Mandarini",45.493786,12.291631
1948,1210,"Gobbi Mirtilli",45.492104,12.293661
1949,1211,"Gobbi Orlanda",45.487423,12.295051
1950,1212,"Passo Campalto Orlanda",45.485973,12.295866
1951,1213,"Sabbadino Passo Campalto",45.482811,12.295931
1952,1215,"Sabbadino Bagaron",45.482002,12.292283
1953,1216,"Sabbadino Laguna",45.481892,12.287865
1954,1220,"Cortivo Tombelle",45.48037,12.285049
1955,1221,"Altinia Berizzi",45.537693,12.299781
1956,1223,"Altinia Cicogne",45.53141,12.303275
1957,1224,"Altinia Dese",45.528294,12.304097
1958,1225,"Altinia Litomarino",45.526306,12.303276
1959,1226,"Altinia Civico 181",45.52626,12.297414
1960,1227,"Altinia Civico 184",45.522385,12.28841
1961,1228,"Altinia Ca' Badoera",45.516186,12.283892
1962,1230,"Altinia Ca' Solaro",45.511486,12.282914
1963,1231,"Altinia Indri",45.509735,12.282385
1964,1232,"Altinia San Pietro",45.507824,12.282148
1965,1233,"Altinia Municipio",45.505127,12.282409
1966,1241,"San Dona' Falzarego",45.504719,12.253015
1967,1242,"Garibaldi  Carpenedo",45.504879,12.250231
1968,1243,"Garibaldi Cimitero",45.499912,12.246756
1969,1244,"Garibaldi Giardini",45.502392,12.248509
1970,1245,"Garibaldi Municipio",45.497044,12.244541
1971,1256,"Marghera Cimitero",45.470589,12.207773
1972,1257,"Pertini Rione Pertini",45.4823,12.269218
1973,1258,"Pertini Gavagnin",45.483215,12.267179
1974,1259,"Pertini Chiesa",45.486523,12.270669
1975,1260,"Pertini Foscari",45.491074,12.269754
1976,1264,"Bissuola Varrone",45.493477,12.265884
1977,1265,"Bissuola Casona",45.494267,12.264043
1978,1267,"Casona Marziale",45.49741,12.265296
1979,1268,"Casona Bissuola",45.495209,12.26338
1980,1269,"Bissuola Tevere",45.493866,12.26018
1981,1270,"Bissuola Cadorna",45.494102,12.256093
1982,1271,"Bissuola Pisani",45.49522,12.252627
1983,1272,"Bissuola Colombo",45.495674,12.24892
1984,1278,"Tevere Parco",45.496807,12.258912
1985,1279,"Tevere Baglioni",45.497936,12.257053
1986,1280,"Tevere Parco",45.496574,12.25921
1987,4788,"Boscochiaro 4 Novembre",45.137207,12.117138
1988,4794,"Mogliano Meucci",45.556282,12.22908
1989,4795,"Mogliano Meucci",45.556736,12.229276
1990,4808,"Spinea Municipio",45.491547,12.164321
1991,4809,"Spinea Piazza Marconi",45.489891,12.167588
1992,4810,"Alfieri Roma",45.489956,12.169884
1993,4811,"Alfieri Roma",45.489983,12.169703
1994,4812,"Spinea Civico 35",45.48653,12.167828
1995,4813,"Spinea Grossi",45.484165,12.166053
1996,4814,"Spinea Civico 52",45.486465,12.167516
1997,4815,"Mira Alfieri",45.436047,12.121332
1998,4822,"Crea Civico 8D",45.478462,12.149027
1999,4823,"Crea Civico 21",45.477791,12.150016
2000,4824,"Sanremo Centro Sportivo",45.487957,12.149321
2001,"4825","Sanremo Centro Sportivo","45.487877000","12.149035000"
2002,"4826","Pozzuoli Civico 16","45.488056000","12.151726000"
2003,"3317","Sottomarina Celsi","45.196587000","12.284603000"
2004,"3318","Sottomarina Schiavo","45.196907000","12.288362000"
2005,"3319","Sottomarina Zeno","45.197128000","12.291336000"
2006,"3320","Sottomarina Da Verazzano","45.197453000","12.295098000"
2007,"3321","Sottomarina Ospedale","45.197990000","12.284912000"
2008,"3322","Sottomarina Ospedale","45.198174000","12.284721000"
2009,"3323","Sottomarina Laguna","45.200905000","12.286357000"
2010,"3324","Sottomarina Laguna","45.201885000","12.286516000"
2011,"3325","Sottomarina Cimitero","45.203949000","12.287828000"
2012,"3327","Romea Fossetta","45.197289000","12.279435000"
2013,"3328","Romea Fossetta","45.196995000","12.279350000"
2014,"3329","Chioggia  DeGasperi","45.199760000","12.277104000"
2015,"3330","Chioggia Nenni","45.201569000","12.277127000"
2016,"3331","Chioggia DeNicola","45.203831000","12.276864000"
2017,"3332","Chioggia Berlinguer","45.206112000","12.276293000"
2018,"3333","Chioggia FS","45.210377000","12.276137000"
2019,"3334","Chioggia Stadio","45.211983000","12.276491000"
2020,"3335","Granatieri  di Sardegna C","45.215900000","12.277479000"
2021,"3336","Chioggia San Giacomo","45.218342000","12.278408000"
2022,"3337","Chioggia San Giacomo","45.218960000","12.278435000"
2023,"3341","Chioggia FS","45.209911000","12.275804000"
2024,"3342","Chioggia Berlinguer","45.206326000","12.275982000"
2025,"3343","Chioggia De Nicola","45.203667000","12.276521000"
2026,"3344","Chioggia  Nenni","45.201027000","12.276958000"
2027,"3345","Chioggia Longo","45.198124000","12.276805000"
2028,"3347","Chioggia Cicogna","45.195374000","12.282276000"
2029,"3348","Romea Civico 180","45.192554000","12.281245000"
2030,"3349","Romea Dandolo","45.190075000","12.280211000"
2031,"3350","BrondoloDolfin","45.187515000","12.279625000"
2032,"3351","Brondolo","45.184525000","12.278491000"
2033,"3352","Brondolo","45.184624000","12.278691000"
2034,"3353","Brondolo Dolfin","45.187389000","12.279753000"
2035,"3354","Romea Dandolo","45.189903000","12.280394000"
2036,"3355","Romeai Civico 180","45.192768000","12.281530000"
2037,"3356","Venturini Cicogna","45.195351000","12.282332000"
2038,"3357","Pettorazza Civico 102","45.134846000","11.985233000"
2039,"3359","Noale Valli","45.537613000","12.059671000"
2040,"3360","Fonda Scuola","45.553104000","12.068510000"
2041,"3361","Valsugana Bigolo","45.558453000","12.061921000"
2042,"3362","Cappelletta Centro","45.571209000","12.060622000"
2043,"3363","Noalese Civico 22","45.563881000","12.094026000"
2044,"3364","Scorze' Civico 57","45.570213000","12.109863000"
2045,"3365","Scorze' Civico 57","45.569778000","12.109753000"
2046,"3366","Rio San Martino","45.589130000","12.110378000"
2047,"3367","Rio San Martino","45.589161000","12.110514000"
2048,"3369","Tabina","45.609383000","12.111340000"
2049,"3370","Tabina","45.609444000","12.111937000"
2050,"3371","Scorze' Buonarroti","45.601814000","12.111056000"
2051,"3372","Scorze' Buonarroti","45.600193000","12.111595000"
2052,"3373","Scorze' Gallese","45.591846000","12.110418000"
2053,"3374","Scorze' Gallese","45.592125000","12.110795000"
2054,"3375","Borgoricco Civico 262","45.534733000","11.943693000"
2055,"3376","Borgoricco Civico 262","45.534996000","11.944491000"
2056,"3377","San Michele delle Badesse","45.536034000","11.936860000"
2057,"3378","Borgoricco Industriale","45.531563000","11.963092000"
2058,"3379","Scorze'  Da Vinci","45.595249000","12.110538000"
2059,"3380","Scorze' Da Vinci","45.595581000","12.111050000"
2060,"3381","Sottomarina Isonzo","45.218899000","12.293324000"
2061,"3382","Mogliano Municipio","45.561337000","12.235728000"
2062,"3383","Briana","45.534019000","12.051394000"
2063,"3384","Maerne Guardi","45.520802000","12.153378000"
2064,"3385","Maerne Guardi","45.520252000","12.153614000"
2065,"3388","Noale Lancerotto","45.547005000","12.078978000"
2066,"3389","Mirano Parini","45.494320000","12.127540000"
2067,"3390","Mirano Parini","45.493893000","12.127678000"
2068,"3398","Mira Mare Mediterraneo","45.432987000","12.139830000"
2069,"3399","Cavarzere Gorzone","45.142918000","12.086387000"
2070,"3400","Cavarzere Brondolini","45.144924000","12.083512000"
2071,"3401","Cavarzere Brondolini","45.144806000","12.083382000"
2072,"3402","Cavarzere Mattei","45.144371000","12.080333000"
2073,"3404","Triestina ulss 3","45.503983000","12.285963000"
2074,"3406","Rottanova Civico 18","45.157166000","12.004675000"
2075,"3407","Oriago Romagna","45.453426000","12.177616000"
2076,"3408","Mirano Ospedale","45.497967000","12.117122000"
2077,"3409","Mirano Miranese","45.497921000","12.119098000"
2078,"3410","Mirano Treviso","45.498295000","12.118950000"
2079,"3411","Mirano Delle Erbe","45.492451000","12.110657000"
2080,"3412","Mirano Delle Erbe","45.492683000","12.110280000"
2081,"4827","Spinea Civico 16","45.488194000","12.151013000"
2082,"4828","Spinea Pastrengo","45.488186000","12.155153000"
2083,"4830","Spinea Pastengro","45.488312000","12.155491000"
2084,"4831","Spinea civico 21","45.490288000","12.158263000"
2085,"4832","Spinea Civico 21","45.490551000","12.158356000"
2086,"4833","Martellago Trieste","45.538742000","12.153326000"
2087,"4834","Martellago Trieste","45.538483000","12.153155000"
2088,"4837","Mogliano FS","45.561470000","12.233035000"
2089,"4838","Zero Branco Via Scandolar","45.613815000","12.112705000"
2090,"6001","Monte Celo Favaro","45.506100000","12.290910000"
2091,"6002","Monte Celo Favaro","45.505962000","12.290901000"
2092,"6003","Triestina Monte Cimon","45.505360000","12.286064000"
2093,"6004","Triestina Monte Cimon","45.505116000","12.286189000"
2094,"6005","San Dona' Pastrello","45.504559000","12.282135000"
2095,"6006","San Dona' Pastrello","45.504429000","12.282165000"
2096,"6007","San Dona' Marmolada","45.503059000","12.277483000"
2097,"6008","San Dona' Marmolada","45.502930000","12.277532000"
2098,"6009","San Dona' Cervino","45.502525000","12.274627000"
2099,"6010","San Dona' Cervino","45.502480000","12.274713000"
2100,"6011","San Dona' Rielta","45.502666000","12.271367000"
2101,"6013","San Dona' Pineta","45.503551000","12.264941000"
2102,"6014","S.Dona' Pineta","45.503189000","12.266449000"
2103,"6015","San Dona' Pasqualigo","45.504295000","12.262085000"
2104,"6016","S.Dona' Pasqualigo","45.504082000","12.260742000"
2105,"6017","San Dona' Val Gardena","45.503765000","12.257381000"
2106,"6018","San Dona' Val Gardena","45.503567000","12.256568000"
2107,"6019","Ca' Rossa Serravalle","45.503063000","12.254797000"
2108,"6020","Ca' Rossa Serravalle","45.502438000","12.254829000"
2109,"6021","Ca' Rossa Oberdan","45.500687000","12.252535000"
2110,"6022","Ca' Rossa Oberdan","45.500633000","12.252715000"
2111,"6023","Ca' Rossa Volturno","45.498089000","12.249990000"
2112,"6024","Ca' Rossa Volturno","45.498032000","12.250107000"
2113,"6025","Ca' Rossa Bissuola","45.496101000","12.248282000"
2114,"6026","Ca' Rossa Bissuola","45.496052000","12.248490000"
2115,"6027","Cialdini MESTRE CENTRO A1","45.493263000","12.245420000"
2116,"6028","Lavelli Paolucci","45.479084000","12.225640000"
2117,"6029","Olivi","45.491776000","12.241684000"
2118,"6030","Olivi Olivi","45.491718000","12.241858000"
2119,"6031","Cappuccina Villa Erizzo","45.490356000","12.240447000"
2120,"6032","Cappuccina Villa Erizzo","45.490337000","12.240765000"
2121,"6033","Cappuccina Bembo","45.486313000","12.237763000"
2122,"6034","Cappuccina Bembo","45.486271000","12.237946000"
2123,"6035","Cappuccina Sernaglia","45.484688000","12.236752000"
2124,"6036","Cappuccina Sernaglia","45.484627000","12.236967000"
2125,"6037","Sant'Antonio Municipio","45.476948000","12.224798000"
2126,"6038","Piazza Mercato","45.473717000","12.223490000"
2127,"6039","Rinascita Beccaria","45.469913000","12.222310000"
2128,"6040","Rinascita Beccaria","45.469875000","12.222557000"
2129,"6041","Cafasso Bottenigo","45.462311000","12.219723000"
2130,"6048","Piazzale Giovanacci","45.479263000","12.229527000"
2131,"6049","Piazzale Giovanacci","45.479218000","12.229551000"
2132,"6051","Piazza Mercato","45.473812000","12.223796000"
2133,"6052","Sant'Antonio Municipio","45.476982000","12.225003000"
2134,"6053","Lavelli Paolucci","45.479000000","12.225816000"
2135,"6054","Cafasso Bottenigo","45.462090000","12.219728000"
2136,"6055","San Marco Manuzio","45.492458000","12.248048000"
2137,"6056","San Marco Manuzio","45.492542000","12.248176000"
2138,"6057","San Marco Cattaneo","45.490097000","12.251361000"
2139,"6058","San Marco Cattaneo","45.490200000","12.251501000"
2140,"6059","San Marco San Marco","45.488022000","12.253847000"
2141,"6060","San Marco San Marco","45.488087000","12.254071000"
2142,"6061","San Marco Sansovino","45.485096000","12.256966000"
2143,"6062","San Marco Sansovino","45.485188000","12.257202000"
2144,"6063","San Marco Molmenti","45.482880000","12.259509000"
2145,"6064","San Marco Molmenti","45.482960000","12.259663000"
2146,"6065","San Marco Boerio","45.481281000","12.261312000"
2147,"6066","San Marco Boerio","45.481369000","12.261634000"
2148,"6067","San Marco Forte Marghera","45.478317000","12.265455000"
2149,"6068","San Marco Forte Marghera","45.478428000","12.265573000"
2150,"6069","Salamonio Marghera","45.465748000","12.214721000"
2151,"6071","Orlanda San Giuliano","45.473492000","12.268394000"
2152,"6072","Orlanda San Giuliano","45.473759000","12.269106000"
2153,"6073","Stazione Mestre FS","45.481922000","12.234917000"
2154,"6074","Stazione Mestre FS","45.481861000","12.235136000"
2155,"6075","Rinascita Emmer","45.465141000","12.220619000"
2156,"6076","Rinascita Emmer","45.465164000","12.220466000"
2157,"6080","Cialdini MESTRE CENTRO A4","45.493237000","12.245511000"
2158,"1322","VIA Villabona Ontani","45.472542000","12.192305000"
2159,"1325","Liberta' Commercio","45.479496000","12.239748000"
2160,"1326","Trieste Catene","45.477222000","12.202905000"
2161,"1327","Trieste Parco","45.477158000","12.205816000"
2162,"1328","Trieste Bosco","45.476948000","12.209763000"
2163,"1329","Trieste Eraclea","45.476730000","12.215623000"
2164,"1330","Calvi Parmesan","45.478119000","12.219826000"
2165,"1331","Paolucci Longhena","45.479942000","12.223845000"
2166,"1336","Brunacci Monzani","45.463123000","12.216402000"
2167,"1338","Pasini Fratellanza","45.461979000","12.221536000"
2168,"1340","Beccaria Correnti","45.466141000","12.223084000"
2169,"1348","Canal Leone","45.476608000","12.221971000"
2170,"1349","Paleocapa Parmesan","45.477058000","12.219509000"
2171,"1351","Beccaria Canetti","45.474487000","12.219580000"
2172,"1352","Beccaria Oroboni","45.472237000","12.220246000"
2173,"1353","Beccaria Chiesa","45.469769000","12.221539000"
2174,"1355","Risorgimento Cimitero","45.486870000","12.189013000"
2175,"1356","Risorgimento Sestella","45.489754000","12.190089000"
2176,"1357","Risorgimento Carnia","45.491848000","12.190810000"
2177,"1358","Risorgimento Asseggiano","45.494625000","12.191706000"
2178,"1359","Olmo Giovanni XXIII","45.517349000","12.185987000"
2179,"1360","Olmo Minzoni","45.518600000","12.181961000"
2180,"1361","Olmo Papa Luciani","45.519402000","12.177426000"
2181,"1362","Olmo Calvi","45.520432000","12.172472000"
2182,"1363","Maerne Cimitero","45.521858000","12.166010000"
2183,"1364","Maerne Tasso","45.522987000","12.162656000"
2184,"1365","Maerne Chiesa","45.523666000","12.158612000"
2185,"1366","Maerne Isonzo","45.526634000","12.156894000"
2186,"1368","Spinea Rossignago","45.492027000","12.163081000"
2187,"1370","Corezzola Sasso","45.234779000","12.023730000"
2188,"1371","Martellago Grimani","45.545921000","12.158889000"
2189,"1372","MartellagoTrento","45.543777000","12.167394000"
2190,"1373","Martellago Verdi","45.545643000","12.162381000"
2191,"1374","Martellago Piazza Vittori","45.546471000","12.158202000"
2192,"1375","Rampa Cavalcavia Vempa","45.482323000","12.237676000"
2193,"1376","Cavalcavia Vempa","45.482304000","12.237786000"
2194,"1380","Liberta' Fincantieri","45.476357000","12.250622000"
2195,"1381","Liberta' Porto Marghera","45.471931000","12.256989000"
2196,"3414","Vigonovo Centro","45.386471000","12.007780000"
2197,"3415","Vigonovo","45.386414000","12.007277000"
2198,"3416","Vigonovo 1 Maggio","45.389065000","12.005025000"
2199,"3417","Vigonovo Civico 9","45.375935000","12.006094000"
2200,"3418","Celeseo Civico 9","45.376095000","12.005960000"
2201,"3421","Matteotti Celeseo","45.371250000","12.012600000"
2202,"3423","Mira Municipio","45.433491000","12.125757000"
2203,"3425","Calcroci","45.385117000","12.096265000"
2204,"3426","Calcroci","45.384983000","12.096462000"
2205,"1284","Don Sturzo Pasqualigo","45.507183000","12.261142000"
2206,"1285","Pasqualigo Monte Rua","45.505634000","12.260758000"
2207,"1286","Vespucci San Giuseppe","45.480907000","12.266476000"
2208,"1287","Vespucci Boerio","45.483772000","12.262691000"
2209,"1288","Vespucci Gritti","45.486084000","12.259979000"
2210,"1289","Vespucci Cattaneo","45.491871000","12.253617000"
2211,"1290","Vespucci Pigafetta","45.493584000","12.252581000"
2212,"1291","Vespucci Garigliano","45.495926000","12.251306000"
2213,"1292","Fradeletto Cecchini","45.497982000","12.248298000"
2214,"1296","Fornase Perugia","45.477577000","12.158244000"
2215,"1297","Matteotti Cimitero","45.481224000","12.161765000"
2216,"1301","Le Crete","45.567219000","12.360647000"
2217,"1302","Le Crete Canale","45.560429000","12.352803000"
2218,"1303","Le Crete Canale","45.560196000","12.352077000"
2219,"1304","Spinea Alfieri","45.489979000","12.170173000"
2220,"1305","Spinea Sanremo","45.494946000","12.158059000"
2221,"1306","Spinea Orgnano","45.496014000","12.152871000"
2222,"1307","Liberta' Costituzione","45.485046000","12.146421000"
2223,"1308","Spinea Desenzano","45.488979000","12.148776000"
2224,"1309","Le Crete","45.567333000","12.360950000"
2225,"1310","Spinea Pozzuoli","45.488781000","12.150131000"
2226,"1311","Spinea Villaggio Fiori","45.491623000","12.152626000"
2227,"1312","Spinea Giorgione","45.486824000","12.179265000"
2228,"1313","Miranese Selenia","45.485645000","12.181893000"
2229,"1314","Miranese San Giorgio","45.484528000","12.189015000"
2230,"1315","Trieste dell' Edera","45.483173000","12.192863000"
2231,"1316","Trieste Robinie","45.477406000","12.198316000"
2232,"1317","Spinea Pozzuoli","45.488712000","12.149917000"
2233,"1318","Villabona Bottenigo","45.474098000","12.201151000"
2234,"1319","Villabona Civico 87","45.473289000","12.200322000"
2235,"1320","Villabona Pioppi","45.474033000","12.196892000"
2236,"1321","Villabona Morari","45.473274000","12.195314000"
2237,"6081","Colombo MESTRE CENTRO A2","45.492588000","12.245432000"
2238,"6084","Piazzale Roma CORSIA C","45.437992000","12.319110000"
2239,"6501","Torino CARIVE","45.477131000","12.255259000"
2240,"8001","Parcheggio Parcheggio Mog","45.553440000","12.246783000"
2241,"8002","Ronzinella Fermata Di Ser","45.554585000","12.247976000"
2242,"8003","Ronzinella Fermata Di Ser","45.554398000","12.247957000"
2243,"8005","v.le dell' Industria Parc","45.399250000","12.050110000"
2244,"8007","Parcheggio Bojon","45.337421000","12.084216000"
2245,"8009","Deposito Dolo","45.426048000","12.081361000"
2246,"8010","Martiri della Liberta' De","45.486813000","12.273690000"
2247,"8011","Zeno  Deposito Actv - Lid","45.417236000","12.377856000"
2248,"8012","Granatieri di Sardegna De","45.207466000","12.277295000"
2249,"8014","Bersaglieri Parcheggio Ca","45.477219000","12.029517000"
2250,"8017","Cavin di Sala Parcheggio","45.494419000","12.093053000"
2251,"8018","STRADA Parcheggio Noale","45.552876000","12.068156000"
2252,"8019","Parcheggio Scorze'","45.573212000","12.103961000"
2253,"8023","Deposito della Fisica","45.446297000","12.207698000"
2254,"8024","Parcheggio VEMPA","45.482456000","12.237760000"
2255,"8026","Romea Distributore","45.234753000","12.161599000"
2256,"8029","Fisica Deposito via della","45.446026000","12.207792000"
2257,"8030","Deposito M.Celo Deposito","45.505295000","12.294770000"
2258,"8034","Preganziol Parcheggio Pre","45.601982000","12.230536000"
2259,"8035","Cavarzere Deposito Cavarz","45.148663000","12.083944000"
2260,"8039","Monte Celo Tronchino","45.505825000","12.293306000"
2261,"8040","Lung. D'Annunzio Deposito","45.416958000","12.378319000"
2262,"8041","Lung. D'Annunzio Deposito","45.416862000","12.378528000"
2263,"8042","Goldoni Deposito SITA","45.416779000","11.889693000"
2264,"8044","Corsia A7 Ve.Park","45.438206000","12.318789000"
2265,"9026","Maerne FS","45.518566000","12.152397000"
2266,"9040","Santa Maria Elisabetta SM","45.417366000","12.368533000"
2267,"10230","Altinia Ca' Solaro","45.511696000","12.283088000"
2268,"10231","Altinia Indri","45.509968000","12.282542000"
2269,"10501","VENEZIA CORSIA A8","45.438164000","12.318434000"
2270,"10611","Giovannacci Ulloa","45.479134000","12.229342000"
2271,"11230","Altinia Ca' Solaro","45.511486000","12.282914000"
2272,"11231","Altinia Indri","45.509735000","12.282385000"
2273,"11259","Pertini Chiesa","45.486523000","12.270669000"
2274,"16001","Monte Celo Favaro","45.506100000","12.290910000"
2275,"1382","Liberta' Righi","45.470062000","12.264036000"
2276,"1392","Liberta' Santa Chiara","45.440994000","12.315572000"
2277,"1398","Ospedale dell'Angelo SFMR","45.513245000","12.225361000"
2278,"1399","Ospedale dell'Angelo SFMR","45.513233000","12.225492000"
2279,"1400","Ospedale dell'Angelo Capo","45.512962000","12.224432000"
2280,"1401","Ospedale dell'Angelo","45.512955000","12.224361000"
2281,"1405","Ilaria Alpi SFMR ospedale","45.513348000","12.225932000"
2282,"1406","Bandiera Cruto","45.461475000","12.223510000"
2283,"1407","Bandiera Ghega","45.464680000","12.225366000"
2284,"1408","Bandiera Tommaseo","45.468185000","12.227427000"
2285,"1410","Bandiera Cantore","45.472946000","12.230142000"
2286,"1411","Bandiera Durando","45.477501000","12.232762000"
2287,"1412","Bandiera Pila","45.479996000","12.234240000"
2288,"1414","Padana Colombara","45.456558000","12.218300000"
2289,"1415","Malcontenta Padana","45.451263000","12.214230000"
2290,"1417","Malcontenta Chimica","45.446018000","12.211447000"
2291,"1419","Malcontenta Chiesa","45.437027000","12.205185000"
2292,"1420","Stazione Marcon SFMR","45.545563000","12.314231000"
2293,"1421","Moranzani Elettronica","45.425079000","12.247366000"
2294,"1422","Moranzani Conca","45.428089000","12.240620000"
2295,"1423","Moranzani Civico 42","45.428307000","12.231270000"
2296,"1424","Moranzani Civico 32","45.429249000","12.221783000"
2297,"1425","Moranzani Scuole","45.435310000","12.211546000"
2298,"1426","Stazione Fimon","45.438725000","12.199763000"
2299,"1429","Stazione Erba","45.446144000","12.194242000"
2300,"1430","Stazione Marcon SFMR","45.545406000","12.313919000"
2301,"1431","Marcon Mattei","45.549187000","12.310306000"
2302,"1432","Marcon Mattei","45.548939000","12.310175000"
2303,"1433","San Liberale Praello","45.547897000","12.330299000"
2304,"1434","Colombara Zorzi","45.456417000","12.180250000"
2305,"1435","Colombara Padana","45.453999000","12.179540000"
2306,"1436","Padana Civico 338","45.451443000","12.183123000"
2307,"1437","Padana Stazione","45.448410000","12.193731000"
2308,"1438","Padana delle Trote","45.448666000","12.199621000"
2309,"1439","Padana del Lucio","45.449188000","12.203701000"
2310,"1442","Elettronica Silos","45.434471000","12.216965000"
2311,"1444","Elettronica  Stabilimento","45.429951000","12.234297000"
2312,"1445","Elettronica Civico 9","45.429688000","12.240067000"
2313,"1447","Elettronica Centrale  Ele","45.428581000","12.247434000"
2314,"1448","San Liberale Praello","45.547974000","12.330210000"
2315,"1450","Chimica Sirma","45.444141000","12.214549000"
2316,"1451","Chimica Ingresso 4","45.446564000","12.225307000"
2317,"1452","Chimica Ingresso 5","45.448757000","12.232399000"
2318,"1453","Chimica Ingresso 7","45.449039000","12.236317000"
2319,"1459","Azoto Macchine","45.474003000","12.239252000"
2320,"1465","Macchine Azoto","45.474693000","12.238216000"
2321,"1475","Marcon Filzi","45.558056000","12.300462000"
2322,"1477","Treviso San Lazzaro","45.651642000","12.242458000"
2323,"1478","Treviso San Lazzaro","45.651711000","12.242215000"
2324,"1479","Treviso San Zeno","45.656574000","12.244772000"
2325,"1480","Treviso San Zeno","45.656425000","12.244913000"
2326,"1481","Oriago Ferrovia","45.455368000","12.173359000"
2327,"1482","Mira Egeo","45.430626000","12.140368000"
2328,"1483","Mira Egeo","45.430580000","12.140191000"
2329,"1484","Trieste Edera","45.482681000","12.193038000"
2330,"1485","Risorgimento Miranese","45.485367000","12.187555000"
2331,"1486","Lungomare Adriatico","45.221397000","12.294708000"
2332,"1487","Ca' Lin Eraclito","45.535824000","12.191459000"
2333,"1495","Galta Civico 10","45.389217000","12.017684000"
2334,"1946","Galta Civico 10","45.388630000","12.017770000"
2335,"1947","Camponogara Civico 47","45.383644000","12.086059000"
2336,"1948","Camponogara Civico 47","45.383575000","12.086565000"
2337,"2001","Passetto Campelli","45.097275000","12.056532000"
2338,"2002","Adria Sabbioni","45.082169000","12.058259000"
2339,"2003","Adria Bindola","45.065887000","12.057684000"
2340,"2004","Adria Sabbioni","45.082142000","12.058672000"
2341,"2005","Adria Campelli","45.097244000","12.056767000"
2342,"2006","Adria Bindola","45.065903000","12.058137000"
2343,"2007","Grignella Strada Poli","45.072308000","12.099315000"
2344,"2008","Cavarzere Civico 60","45.087536000","12.109254000"
2345,"2009","Cavarzere Cuora","45.079044000","12.088490000"
2346,"2010","Cavarzere Grignella","45.075783000","12.093864000"
2347,"2011","Cavarzere Passetto","45.102467000","12.059148000"
2348,"2012","Cavarzere Passetto","45.102356000","12.059383000"
2349,"2013","Cavarzere Botta","45.110481000","12.068046000"
2350,"2014","Cavarzere Botta","45.110439000","12.068411000"
2351,"2015","Cavarzere Ca' Labia","45.125538000","12.076960000"
2352,"2016","Cavarzere Ca' Labia","45.125629000","12.076694000"
2353,"2017","Cavarzere Margherita","45.130608000","12.078856000"
2354,"2455","San Pietro Pizzon","45.123741000","12.157363000"
2355,"2456","San Pietro Gasdotto","45.124119000","12.139618000"
2356,"2457","Argine Sinistro Civico 21","45.121765000","12.168303000"
2357,"2458","Argine Sinistro Pizzon","45.123409000","12.156881000"
2358,"2459","Argine Sinistro Gasdotto","45.124065000","12.139443000"
2359,"2460","Cavarzere Boscochiaro","45.140076000","12.114325000"
2360,"2461","Boscochiaro","45.137165000","12.117020000"
2361,"2462","Cavarzere Sant' Antonio","45.138889000","12.107978000"
